Block,Locality,Pool,PoolID,PoolType,LocalityType,Pool.Locality,Day,Rafts
5,2,1,52.1,Control,CCC,Control.CCC,3,0
5,2,1,52.1,Control,CCC,Control.CCC,4,13
5,2,1,52.1,Control,CCC,Control.CCC,5,10
5,2,1,52.1,Control,CCC,Control.CCC,6,16
5,2,1,52.1,Control,CCC,Control.CCC,7,7
5,2,1,52.1,Control,CCC,Control.CCC,8,2
5,2,1,52.1,Control,CCC,Control.CCC,9,0
5,2,1,52.1,Control,CCC,Control.CCC,10,1
5,2,1,52.1,Control,CCC,Control.CCC,11,0
5,2,1,52.1,Control,CCC,Control.CCC,12,0
5,2,1,52.1,Control,CCC,Control.CCC,13,11
5,2,1,52.1,Control,CCC,Control.CCC,14,0
5,2,2,52.2,Control,CCC,Control.CCC,1,21
5,2,2,52.2,Control,CCC,Control.CCC,2,0
5,2,2,52.2,Control,CCC,Control.CCC,3,9
5,2,2,52.2,Control,CCC,Control.CCC,4,0
5,2,2,52.2,Control,CCC,Control.CCC,5,0
5,2,2,52.2,Control,CCC,Control.CCC,6,3
5,2,2,52.2,Control,CCC,Control.CCC,7,12
5,2,2,52.2,Control,CCC,Control.CCC,8,2
5,2,2,52.2,Control,CCC,Control.CCC,9,1
5,2,2,52.2,Control,CCC,Control.CCC,10,0
5,2,2,52.2,Control,CCC,Control.CCC,11,0
5,2,2,52.2,Control,CCC,Control.CCC,12,1
5,2,2,52.2,Control,CCC,Control.CCC,13,0
5,2,2,52.2,Control,CCC,Control.CCC,14,0
5,2,3,52.3,Control,CCC,Control.CCC,1,19
5,2,3,52.3,Control,CCC,Control.CCC,2,3
5,2,3,52.3,Control,CCC,Control.CCC,3,0
5,2,3,52.3,Control,CCC,Control.CCC,4,1
5,2,3,52.3,Control,CCC,Control.CCC,5,6
5,2,3,52.3,Control,CCC,Control.CCC,6,2
5,2,3,52.3,Control,CCC,Control.CCC,7,7
5,2,3,52.3,Control,CCC,Control.CCC,8,7
5,2,3,52.3,Control,CCC,Control.CCC,9,2
5,2,3,52.3,Control,CCC,Control.CCC,10,0
5,2,3,52.3,Control,CCC,Control.CCC,11,0
5,2,3,52.3,Control,CCC,Control.CCC,12,0
5,2,3,52.3,Control,CCC,Control.CCC,13,3
5,2,3,52.3,Control,CCC,Control.CCC,14,0
5,3,1,53.1,Control,CCL,Control.CCL,1,16
5,3,1,53.1,Control,CCL,Control.CCL,2,1
5,3,1,53.1,Control,CCL,Control.CCL,3,0
5,3,1,53.1,Control,CCL,Control.CCL,4,3
5,3,1,53.1,Control,CCL,Control.CCL,5,9
5,3,1,53.1,Control,CCL,Control.CCL,6,1
5,3,1,53.1,Control,CCL,Control.CCL,7,5
5,3,1,53.1,Control,CCL,Control.CCL,8,2
5,3,1,53.1,Control,CCL,Control.CCL,9,0
5,3,1,53.1,Control,CCL,Control.CCL,10,0
5,3,1,53.1,Control,CCL,Control.CCL,11,0
5,3,1,53.1,Control,CCL,Control.CCL,12,0
5,3,1,53.1,Control,CCL,Control.CCL,13,0
5,3,1,53.1,Control,CCL,Control.CCL,14,0
5,3,2,53.2,Control,CCL,Control.CCL,1,14
5,3,2,53.2,Control,CCL,Control.CCL,2,0
5,3,2,53.2,Control,CCL,Control.CCL,3,7
5,3,2,53.2,Control,CCL,Control.CCL,4,0
5,3,2,53.2,Control,CCL,Control.CCL,5,1
5,3,2,53.2,Control,CCL,Control.CCL,6,0
5,3,2,53.2,Control,CCL,Control.CCL,7,4
5,3,2,53.2,Control,CCL,Control.CCL,8,0
5,3,2,53.2,Control,CCL,Control.CCL,9,0
5,3,2,53.2,Control,CCL,Control.CCL,10,0
5,3,2,53.2,Control,CCL,Control.CCL,11,0
5,3,2,53.2,Control,CCL,Control.CCL,12,0
5,3,2,53.2,Control,CCL,Control.CCL,13,0
5,3,2,53.2,Control,CCL,Control.CCL,14,0
5,3,3,53.3,Competition,CCL,Competition.CCL,1,6
5,3,3,53.3,Competition,CCL,Competition.CCL,2,1
5,3,3,53.3,Competition,CCL,Competition.CCL,3,0
5,3,3,53.3,Competition,CCL,Competition.CCL,4,0
5,3,3,53.3,Competition,CCL,Competition.CCL,5,1
5,3,3,53.3,Competition,CCL,Competition.CCL,6,1
5,3,3,53.3,Competition,CCL,Competition.CCL,7,1
5,3,3,53.3,Competition,CCL,Competition.CCL,8,0
5,3,3,53.3,Competition,CCL,Competition.CCL,9,0
5,3,3,53.3,Competition,CCL,Competition.CCL,10,0
5,3,3,53.3,Competition,CCL,Competition.CCL,11,0
5,3,3,53.3,Competition,CCL,Competition.CCL,12,0
5,3,3,53.3,Competition,CCL,Competition.CCL,13,0
5,3,3,53.3,Competition,CCL,Competition.CCL,14,0
5,4,1,54.1,Competition,LLL,Competition.LLL,1,2
5,4,1,54.1,Competition,LLL,Competition.LLL,2,0
5,4,1,54.1,Competition,LLL,Competition.LLL,3,0
5,4,1,54.1,Competition,LLL,Competition.LLL,4,0
5,4,1,54.1,Competition,LLL,Competition.LLL,5,0
5,4,1,54.1,Competition,LLL,Competition.LLL,6,0
5,4,1,54.1,Competition,LLL,Competition.LLL,7,1
5,4,1,54.1,Competition,LLL,Competition.LLL,8,5
5,4,1,54.1,Competition,LLL,Competition.LLL,9,0
5,4,1,54.1,Competition,LLL,Competition.LLL,10,0
5,4,1,54.1,Competition,LLL,Competition.LLL,11,0
5,4,1,54.1,Competition,LLL,Competition.LLL,12,0
5,4,1,54.1,Competition,LLL,Competition.LLL,13,0
5,4,1,54.1,Competition,LLL,Competition.LLL,14,0
5,4,2,54.2,Competition,LLL,Competition.LLL,1,1
5,4,2,54.2,Competition,LLL,Competition.LLL,2,0
5,4,2,54.2,Competition,LLL,Competition.LLL,3,0
5,4,2,54.2,Competition,LLL,Competition.LLL,4,0
5,4,2,54.2,Competition,LLL,Competition.LLL,5,0
5,4,2,54.2,Competition,LLL,Competition.LLL,6,0
5,4,2,54.2,Competition,LLL,Competition.LLL,7,5
5,4,2,54.2,Competition,LLL,Competition.LLL,8,4
5,4,2,54.2,Competition,LLL,Competition.LLL,9,0
5,4,2,54.2,Competition,LLL,Competition.LLL,10,1
5,4,2,54.2,Competition,LLL,Competition.LLL,11,0
5,4,2,54.2,Competition,LLL,Competition.LLL,12,0
5,4,2,54.2,Competition,LLL,Competition.LLL,13,0
5,4,2,54.2,Competition,LLL,Competition.LLL,14,0
5,4,3,54.3,Competition,LLL,Competition.LLL,1,0
5,4,3,54.3,Competition,LLL,Competition.LLL,2,0
5,4,3,54.3,Competition,LLL,Competition.LLL,3,0
5,4,3,54.3,Competition,LLL,Competition.LLL,4,0
5,4,3,54.3,Competition,LLL,Competition.LLL,5,0
5,4,3,54.3,Competition,LLL,Competition.LLL,6,0
5,4,3,54.3,Competition,LLL,Competition.LLL,7,3
5,4,3,54.3,Competition,LLL,Competition.LLL,8,5
5,4,3,54.3,Competition,LLL,Competition.LLL,9,0
5,4,3,54.3,Competition,LLL,Competition.LLL,10,0
5,4,3,54.3,Competition,LLL,Competition.LLL,11,0
5,4,3,54.3,Competition,LLL,Competition.LLL,12,0
5,4,3,54.3,Competition,LLL,Competition.LLL,13,0
5,4,3,54.3,Competition,LLL,Competition.LLL,14,0
6,1,1,61.1,Competition,CLL,Competition.CLL,1,2
6,1,1,61.1,Competition,CLL,Competition.CLL,2,0
6,1,1,61.1,Competition,CLL,Competition.CLL,3,0
6,1,1,61.1,Competition,CLL,Competition.CLL,4,1
6,1,1,61.1,Competition,CLL,Competition.CLL,5,1
6,1,1,61.1,Competition,CLL,Competition.CLL,6,9
6,1,1,61.1,Competition,CLL,Competition.CLL,7,5
6,1,1,61.1,Competition,CLL,Competition.CLL,8,1
6,1,1,61.1,Competition,CLL,Competition.CLL,9,0
6,1,1,61.1,Competition,CLL,Competition.CLL,10,0
6,1,1,61.1,Competition,CLL,Competition.CLL,11,1
6,1,1,61.1,Competition,CLL,Competition.CLL,12,0
6,1,1,61.1,Competition,CLL,Competition.CLL,13,1
6,1,1,61.1,Competition,CLL,Competition.CLL,14,0
6,1,2,61.2,Control,CLL,Control.CLL,1,8
6,1,2,61.2,Control,CLL,Control.CLL,2,0
6,1,2,61.2,Control,CLL,Control.CLL,3,7
6,1,2,61.2,Control,CLL,Control.CLL,4,1
6,1,2,61.2,Control,CLL,Control.CLL,5,5
6,1,2,61.2,Control,CLL,Control.CLL,6,14
6,1,2,61.2,Control,CLL,Control.CLL,7,1
6,1,2,61.2,Control,CLL,Control.CLL,8,4
6,1,2,61.2,Control,CLL,Control.CLL,9,1
6,1,2,61.2,Control,CLL,Control.CLL,10,0
6,1,2,61.2,Control,CLL,Control.CLL,11,0
6,1,2,61.2,Control,CLL,Control.CLL,12,0
6,1,2,61.2,Control,CLL,Control.CLL,13,3
6,1,2,61.2,Control,CLL,Control.CLL,14,0
6,1,3,61.3,Competition,CLL,Competition.CLL,1,2
6,1,3,61.3,Competition,CLL,Competition.CLL,2,0
6,1,3,61.3,Competition,CLL,Competition.CLL,3,1
6,1,3,61.3,Competition,CLL,Competition.CLL,4,0
6,1,3,61.3,Competition,CLL,Competition.CLL,5,1
6,1,3,61.3,Competition,CLL,Competition.CLL,6,10
6,1,3,61.3,Competition,CLL,Competition.CLL,7,5
6,1,3,61.3,Competition,CLL,Competition.CLL,8,1
6,1,3,61.3,Competition,CLL,Competition.CLL,9,2
6,1,3,61.3,Competition,CLL,Competition.CLL,10,0
6,1,3,61.3,Competition,CLL,Competition.CLL,11,0
6,1,3,61.3,Competition,CLL,Competition.CLL,12,0
6,1,3,61.3,Competition,CLL,Competition.CLL,13,3
6,1,3,61.3,Competition,CLL,Competition.CLL,14,0
6,2,1,62.1,Competition,LLL,Competition.LLL,1,1
6,2,1,62.1,Competition,LLL,Competition.LLL,2,0
6,2,1,62.1,Competition,LLL,Competition.LLL,3,0
6,2,1,62.1,Competition,LLL,Competition.LLL,4,1
6,2,1,62.1,Competition,LLL,Competition.LLL,5,3
6,2,1,62.1,Competition,LLL,Competition.LLL,6,2
6,2,1,62.1,Competition,LLL,Competition.LLL,7,0
6,2,1,62.1,Competition,LLL,Competition.LLL,8,2
6,2,1,62.1,Competition,LLL,Competition.LLL,9,1
6,2,1,62.1,Competition,LLL,Competition.LLL,10,0
6,2,1,62.1,Competition,LLL,Competition.LLL,11,0
6,2,1,62.1,Competition,LLL,Competition.LLL,12,0
6,2,1,62.1,Competition,LLL,Competition.LLL,13,0
6,2,1,62.1,Competition,LLL,Competition.LLL,14,0
6,2,2,62.2,Competition,LLL,Competition.LLL,1,0
6,2,2,62.2,Competition,LLL,Competition.LLL,2,0
6,2,2,62.2,Competition,LLL,Competition.LLL,3,0
6,2,2,62.2,Competition,LLL,Competition.LLL,4,3
6,2,2,62.2,Competition,LLL,Competition.LLL,5,1
6,2,2,62.2,Competition,LLL,Competition.LLL,6,4
6,2,2,62.2,Competition,LLL,Competition.LLL,7,6
6,2,2,62.2,Competition,LLL,Competition.LLL,8,3
6,2,2,62.2,Competition,LLL,Competition.LLL,9,0
6,2,2,62.2,Competition,LLL,Competition.LLL,10,0
6,2,2,62.2,Competition,LLL,Competition.LLL,11,0
6,2,2,62.2,Competition,LLL,Competition.LLL,12,0
6,2,2,62.2,Competition,LLL,Competition.LLL,13,1
6,2,2,62.2,Competition,LLL,Competition.LLL,14,0
6,2,3,62.3,Competition,LLL,Competition.LLL,1,1
6,2,3,62.3,Competition,LLL,Competition.LLL,2,1
6,2,3,62.3,Competition,LLL,Competition.LLL,3,0
6,2,3,62.3,Competition,LLL,Competition.LLL,4,6
6,2,3,62.3,Competition,LLL,Competition.LLL,5,7
6,2,3,62.3,Competition,LLL,Competition.LLL,6,6
6,2,3,62.3,Competition,LLL,Competition.LLL,7,8
6,2,3,62.3,Competition,LLL,Competition.LLL,8,0
6,2,3,62.3,Competition,LLL,Competition.LLL,9,0
6,2,3,62.3,Competition,LLL,Competition.LLL,10,0
6,2,3,62.3,Competition,LLL,Competition.LLL,11,0
6,2,3,62.3,Competition,LLL,Competition.LLL,12,0
6,2,3,62.3,Competition,LLL,Competition.LLL,13,3
6,2,3,62.3,Competition,LLL,Competition.LLL,14,0
6,3,1,63.1,Control,CCL,Control.CCL,1,13
6,3,1,63.1,Control,CCL,Control.CCL,2,0
6,3,1,63.1,Control,CCL,Control.CCL,3,24
6,3,1,63.1,Control,CCL,Control.CCL,4,5
6,3,1,63.1,Control,CCL,Control.CCL,5,13
6,3,1,63.1,Control,CCL,Control.CCL,6,10
6,3,1,63.1,Control,CCL,Control.CCL,7,11
6,3,1,63.1,Control,CCL,Control.CCL,8,10
6,3,1,63.1,Control,CCL,Control.CCL,9,1
6,3,1,63.1,Control,CCL,Control.CCL,10,0
6,3,1,63.1,Control,CCL,Control.CCL,11,0
6,3,1,63.1,Control,CCL,Control.CCL,12,0
6,3,1,63.1,Control,CCL,Control.CCL,13,0
6,3,1,63.1,Control,CCL,Control.CCL,14,0
6,3,2,63.2,Control,CCL,Control.CCL,1,8
6,3,2,63.2,Control,CCL,Control.CCL,2,0
6,3,2,63.2,Control,CCL,Control.CCL,3,19
6,3,2,63.2,Control,CCL,Control.CCL,4,1
6,3,2,63.2,Control,CCL,Control.CCL,5,10
6,3,2,63.2,Control,CCL,Control.CCL,6,4
6,3,2,63.2,Control,CCL,Control.CCL,7,7
6,3,2,63.2,Control,CCL,Control.CCL,8,5
6,3,2,63.2,Control,CCL,Control.CCL,9,0
6,3,2,63.2,Control,CCL,Control.CCL,10,3
6,3,2,63.2,Control,CCL,Control.CCL,11,0
6,3,2,63.2,Control,CCL,Control.CCL,12,1
6,3,2,63.2,Control,CCL,Control.CCL,13,6
6,3,2,63.2,Control,CCL,Control.CCL,14,0
6,3,3,63.3,Competition,CCL,Competition.CCL,1,7
6,3,3,63.3,Competition,CCL,Competition.CCL,2,0
6,3,3,63.3,Competition,CCL,Competition.CCL,3,54
6,3,3,63.3,Competition,CCL,Competition.CCL,4,19
6,3,3,63.3,Competition,CCL,Competition.CCL,5,54
6,3,3,63.3,Competition,CCL,Competition.CCL,6,47
6,3,3,63.3,Competition,CCL,Competition.CCL,7,40
6,3,3,63.3,Competition,CCL,Competition.CCL,8,28
6,3,3,63.3,Competition,CCL,Competition.CCL,9,0
6,3,3,63.3,Competition,CCL,Competition.CCL,10,0
6,3,3,63.3,Competition,CCL,Competition.CCL,11,0
6,3,3,63.3,Competition,CCL,Competition.CCL,12,2
6,3,3,63.3,Competition,CCL,Competition.CCL,13,15
6,3,3,63.3,Competition,CCL,Competition.CCL,14,0
6,4,1,64.1,Control,CCC,Control.CCC,1,16
6,4,1,64.1,Control,CCC,Control.CCC,2,0
6,4,1,64.1,Control,CCC,Control.CCC,3,7
6,4,1,64.1,Control,CCC,Control.CCC,4,11
6,4,1,64.1,Control,CCC,Control.CCC,5,8
6,4,1,64.1,Control,CCC,Control.CCC,6,33
6,4,1,64.1,Control,CCC,Control.CCC,7,8
6,4,1,64.1,Control,CCC,Control.CCC,8,6
6,4,1,64.1,Control,CCC,Control.CCC,9,0
6,4,1,64.1,Control,CCC,Control.CCC,10,6
6,4,1,64.1,Control,CCC,Control.CCC,11,0
6,4,1,64.1,Control,CCC,Control.CCC,12,0
6,4,1,64.1,Control,CCC,Control.CCC,13,3
6,4,1,64.1,Control,CCC,Control.CCC,14,0
6,4,2,64.2,Control,CCC,Control.CCC,1,14
6,4,2,64.2,Control,CCC,Control.CCC,2,0
6,4,2,64.2,Control,CCC,Control.CCC,3,7
6,4,2,64.2,Control,CCC,Control.CCC,4,9
6,4,2,64.2,Control,CCC,Control.CCC,5,21
6,4,2,64.2,Control,CCC,Control.CCC,6,8
6,4,2,64.2,Control,CCC,Control.CCC,7,7
6,4,2,64.2,Control,CCC,Control.CCC,8,7
6,4,2,64.2,Control,CCC,Control.CCC,9,0
6,4,2,64.2,Control,CCC,Control.CCC,10,0
6,4,2,64.2,Control,CCC,Control.CCC,11,5
6,4,2,64.2,Control,CCC,Control.CCC,12,0
6,4,2,64.2,Control,CCC,Control.CCC,13,11
6,4,2,64.2,Control,CCC,Control.CCC,14,0
6,4,3,64.3,Control,CCC,Control.CCC,1,19
6,4,3,64.3,Control,CCC,Control.CCC,2,0
6,4,3,64.3,Control,CCC,Control.CCC,3,4
6,4,3,64.3,Control,CCC,Control.CCC,4,1
6,4,3,64.3,Control,CCC,Control.CCC,5,6
6,4,3,64.3,Control,CCC,Control.CCC,6,13
6,4,3,64.3,Control,CCC,Control.CCC,7,4
6,4,3,64.3,Control,CCC,Control.CCC,8,10
6,4,3,64.3,Control,CCC,Control.CCC,9,0
6,4,3,64.3,Control,CCC,Control.CCC,10,0
6,4,3,64.3,Control,CCC,Control.CCC,11,0
6,4,3,64.3,Control,CCC,Control.CCC,12,0
6,4,3,64.3,Control,CCC,Control.CCC,13,3
6,4,3,64.3,Control,CCC,Control.CCC,14,0
